,seed,model,data,batch_size,method,count,num_epochs,lr,loss,epoch,type,spearman
46,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,3,valid,0.685
47,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,4,train,0.823
48,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,4,valid,0.701
49,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,5,train,0.857
50,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,5,valid,0.715
51,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,6,train,0.882
52,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,6,valid,0.725
53,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,7,train,0.895
54,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,7,valid,0.732
55,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,8,train,0.911
56,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,8,valid,0.721
57,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,9,train,0.921
58,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,9,valid,0.708
59,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,10,train,0.943
60,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,10,valid,0.745
61,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,11,train,0.951
62,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,11,valid,0.756
63,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,12,train,0.955
64,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,12,valid,0.751
65,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,13,train,0.968
66,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,13,valid,0.749
67,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,14,train,0.973
68,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,14,valid,0.759
69,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,15,train,0.98
70,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,15,valid,0.757
71,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,16,train,0.984
72,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,16,valid,0.764
73,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,17,train,0.987
74,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,17,valid,0.755
75,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,18,train,0.991
76,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,18,valid,0.755
77,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,19,train,0.993
78,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,19,valid,0.765
79,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,20,train,0.994
80,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,20,valid,0.764
81,101,Prime_690M,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,21,valid,0.797
82,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,1,train,0.469
83,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,1,valid,0.437
84,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,2,train,0.566
85,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,2,valid,0.61
86,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,3,train,0.719
87,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,3,valid,0.678
88,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,4,train,0.765
89,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,4,valid,0.703
90,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,5,train,0.792
91,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,5,valid,0.732
92,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,6,train,0.8
93,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,6,valid,0.673
94,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,7,train,0.835
95,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,7,valid,0.724
96,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,8,train,0.854
97,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,8,valid,0.709
98,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,9,train,0.871
99,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,9,valid,0.726
100,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,10,train,0.886
101,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,10,valid,0.733
102,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,11,train,0.9
103,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,11,valid,0.744
104,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,12,train,0.911
105,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,12,valid,0.726
106,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,13,train,0.919
107,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,13,valid,0.746
108,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,14,train,0.927
109,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,14,valid,0.746
110,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,15,train,0.934
111,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,15,valid,0.742
112,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,16,train,0.94
113,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,16,valid,0.752
114,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,17,train,0.945
115,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,17,valid,0.748
116,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,18,train,0.949
117,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,18,valid,0.761
118,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,19,train,0.951
119,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,19,valid,0.76
120,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,20,train,0.951
121,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,20,valid,0.761
122,101,SaProt_650M_PDB,01.KKA2_activity_4350sequence.csv,16,top_layer,4,20,0.0001,ListMLE,21,valid,0.784
123,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,train,0.394
124,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,valid,0.346
125,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,train,0.425
126,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,valid,0.395
127,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,train,0.51
128,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,valid,0.46
129,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,train,0.468
